ID,Avg ADI,Max ADI,Min ADI,SVI1,SVI3,SVI4,SVI,MDI
025862018,61.92307692,81,44,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
015192018,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
017992019,47.25,71,22,0.233686957,0.196252174,0.383752174,0.25236087,14.16
028462017,74.77272727,100,52,0.491384615,0.126715385,0.580538462,0.468,14.16
030442020,83.88888889,97,58,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
012832018,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
055132019,81.23529412,100,45,-16.84582286,-16.71692314,-19.66273686,-19.6968,15.39
017342017,63.4,90,34,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
046302021,71.02702703,99,33,0.453062025,0.35074557,0.419365823,0.431679747,14.69
002862019,55.67741935,92,22,0.233686957,0.196252174,0.383752174,0.25236087,14.16
016892017,38.91304348,98,16,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
009232019,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
045312017,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,15.39
066102019,42.5,76,18,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
071102021,51.2173913,96,2,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
070322019,59.45,86,24,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
071942017,55.67741935,92,22,0.233686957,0.196252174,0.383752174,0.25236087,14.16
010332017,42.5,76,18,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
093392018,68.25,89,21,0.468933333,0.073683333,0.597366667,0.472016667,14.16
020162017,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
009752018,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
063232021,77.375,89,63,0.518866667,0.202722222,0.501355556,0.463585185,14.16
063422018,77,96,40,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
054362018,42.5,76,18,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
082422020,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
033272019,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
026522020,37.625,57,16,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
023492017,38.95,68,17,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
007842019,74.83333333,100,43,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
021342019,77.375,89,63,0.518866667,0.202722222,0.501355556,0.463585185,14.16
080222017,66.52380952,95,39,-64.95274448,-61.73817408,-63.50336224,-64.98671904,15.39
067412018,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
005362020,80.18181818,96,61,0.6481625,0.0942,0.51075,0.5544,14.16
064792021,26.20833333,83,6,-6.527477551,-6.517508844,-6.450836735,-6.522620408,13.73
062302020,69.88888889,83,51,0.489333333,0.088433333,0.570116667,0.473,#N/A
095432017,66.375,100,35,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
059352017,75.44,96,46,0.381288889,0.112755556,0.484477778,0.358405556,14.16
008732021,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
070962020,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
017932020,38.91304348,98,16,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
047362017,60.6,68,50,0.29455,0.1097375,0.3734375,0.2682125,14.16
042132020,74.83333333,100,43,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
087922021,95.625,100,88,-64.95274448,-61.73817408,-63.50336224,-64.98671904,14.16
020862017,88,100,70,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
002722017,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
019542018,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
006912021,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
051762017,77.375,89,63,0.518866667,0.202722222,0.501355556,0.463585185,14.16
011672017,51.42857143,66,36,0.233686957,0.196252174,0.383752174,0.25236087,14.16
079322021,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
088162017,77.5,98,60,0.520988889,0.158866667,0.426077778,0.414422222,14.16
018462019,61.9375,99,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
064752018,82.25,90,71,0.52862,0.09124,0.62682,0.51598,15.39
094352019,51.42857143,66,36,0.233686957,0.196252174,0.383752174,0.25236087,14.16
056222021,74.77272727,100,52,0.491384615,0.126715385,0.580538462,0.468,14.16
064192017,83.42307692,100,66,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
047392020,69.83333333,91,51,0.381288889,0.112755556,0.484477778,0.358405556,14.16
096772017,37.625,57,16,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
047812021,62.76923077,79,48,-41.16701667,0.167404167,-41.20337917,-41.25182917,14.16
055502017,63.4,90,34,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
016982017,77.375,89,63,0.518866667,0.202722222,0.501355556,0.463585185,15.39
026672018,79.4,90,70,0.52862,0.09124,0.62682,0.51598,14.16
064062017,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
000502020,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,#N/A
057142019,61.9375,99,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
092622021,43.42307692,79,19,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
046242018,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
024442017,47.25,71,22,0.233686957,0.196252174,0.383752174,0.25236087,14.16
048612019,48.6,74,18,0.233686957,0.196252174,0.383752174,0.25236087,14.16
081762018,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,15.39
018452017,55.67741935,92,22,0.233686957,0.196252174,0.383752174,0.25236087,14.16
027202018,47.25,71,22,0.233686957,0.196252174,0.383752174,0.25236087,14.16
043562019,59.81818182,81,41,0.520988889,0.158866667,0.426077778,0.414422222,14.16
021102019,73,88,55,0.520988889,0.158866667,0.426077778,0.414422222,14.16
024782018,56.5,87,39,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
031442018,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
020702019,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,15.39
004812019,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
003632021,74.5,87,36,0.488591803,0.451765574,0.481355738,0.491429508,14.16
040352019,72.77777778,84,42,0.52862,0.09124,0.62682,0.51598,14.16
060512018,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
052522017,48.6,74,18,0.233686957,0.196252174,0.383752174,0.25236087,14.16
020072019,87.125,97,77,0.71088,0.08204,0.60966,0.62868,14.16
004232019,80.18181818,96,61,0.6481625,0.0942,0.51075,0.5544,14.16
014872019,88,100,70,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
021672020,84.83333333,100,65,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
058032017,66.14285714,93,49,0.281248276,0.281334483,0.50802069,0.375465517,14.16
020492021,78.625,94,53,0.588,0.0651,0.49582,0.5049,14.16
076022019,56.5,87,39,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
045432018,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
040532018,66.14285714,93,49,0.281248276,0.281334483,0.50802069,0.375465517,14.16
049722017,30.5,69,3,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
015952019,76.6,91,54,0.530916667,0.093941667,0.610875,0.513091667,14.16
071722020,72.81818182,100,35,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
013712019,70.52173913,96,42,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
086312019,68.5,89,46,0.518866667,0.202722222,0.501355556,0.463585185,14.16
015912020,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,15.39
003962019,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
023362020,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
042102018,51.8125,88,35,0.520988889,0.158866667,0.426077778,0.414422222,14.16
020512017,86.4,100,40,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
045802021,59.56521739,90,28,-16.84582286,-16.71692314,-19.66273686,-19.6968,15.39
008822021,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
048792017,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,15.39
016992017,82,86,78,0.63055,0.2751,0.625072222,0.496166667,15.39
058132019,55.27272727,79,22,0.393015385,0.096069231,0.543069231,0.392561538,14.16
009052019,79.4,90,70,0.52862,0.09124,0.62682,0.51598,14.16
084972019,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
010652017,66.14285714,93,49,0.281248276,0.281334483,0.50802069,0.375465517,14.16
037042021,65.22222222,89,38,0.518866667,0.202722222,0.501355556,0.463585185,15.39
054472020,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
087822020,53.5,66,40,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
076502017,59.95,85,36,0.233686957,0.196252174,0.383752174,0.25236087,15.39
021902021,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
007632019,51.8125,88,35,0.520988889,0.158866667,0.426077778,0.414422222,14.16
057652020,66.85714286,100,31,0.320495238,0.160247619,0.459319048,0.325161905,14.16
000512020,56.15,100,25,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
016122019,81.23529412,100,45,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
002432017,65.10526316,99,25,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
080012018,78.5,92,56,0.52862,0.09124,0.62682,0.51598,14.16
030592018,63.4,90,34,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
038452020,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
066602017,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
001422021,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,15.39
003672019,61.58823529,81,47,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
004252021,55.67741935,92,22,0.233686957,0.196252174,0.383752174,0.25236087,14.16
068282020,52.69565217,80,26,0.281248276,0.281334483,0.50802069,0.375465517,14.16
083492019,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
021022019,65.10526316,99,25,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
024582017,44.83333333,52,36,0.233686957,0.196252174,0.383752174,0.25236087,15.39
005942018,56.39130435,96,21,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
009612020,55.67741935,92,22,0.233686957,0.196252174,0.383752174,0.25236087,14.16
014612020,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
020052017,66.52380952,95,39,-64.95274448,-61.73817408,-63.50336224,-64.98671904,15.39
033442019,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
062412018,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
002612019,42.375,95,17,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
029752018,50.5,69,30,0.190316667,0.098541667,0.251535,0.151908333,14.16
000532020,60.83333333,92,19,-41.16701667,0.167404167,-41.20337917,-41.25182917,14.16
077062018,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
072942019,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
000022020,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
024092017,42.375,95,17,-16.84582286,-16.71692314,-19.66273686,-19.6968,15.39
028452019,82.18181818,99,61,0.6481625,0.0942,0.51075,0.5544,15.39
020302017,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
078132018,83.25,94,66,0.568536364,0.120554545,0.512072727,0.508172727,14.16
009062018,42.5,76,18,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
088912018,66.59375,96,31,0.320495238,0.160247619,0.459319048,0.325161905,15.39
020952017,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
001992020,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
040772018,80.18181818,96,61,0.6481625,0.0942,0.51075,0.5544,14.16
013952018,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
006792019,90.44444444,100,74,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
057922018,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,15.39
022792019,66.85714286,100,31,0.320495238,0.160247619,0.459319048,0.325161905,14.16
038642017,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
001092021,69.47826087,93,23,0.528523077,0.176961538,0.652553846,0.560707692,14.16
056442017,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
008372020,68.25,89,21,0.468933333,0.073683333,0.597366667,0.472016667,14.16
029842018,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
083902019,59.81818182,81,41,0.520988889,0.158866667,0.426077778,0.414422222,14.16
079142021,50.1,69,36,0.3883775,0.1691175,0.3784,0.3324425,14.16
069182017,28,48,17,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
085172021,88,100,70,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
086012021,59.33333333,71,45,-62.03813125,0.2024125,-61.84456875,-62.0160375,15.39
055292018,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
046132020,61.18181818,80,48,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
002552017,82.8125,100,63,-14.36058806,-14.49820224,-14.44270075,-14.38701269,#N/A
019792017,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
062792018,66.375,100,35,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
040522018,56.41666667,100,32,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
058322018,66.73333333,90,36,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
033702017,75.44,96,46,0.381288889,0.112755556,0.484477778,0.358405556,15.39
001522017,61.92307692,81,44,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
031842020,78.5,92,56,0.52862,0.09124,0.62682,0.51598,14.16
072352017,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
004132021,59.56521739,90,28,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
011242019,52.69565217,80,26,0.281248276,0.281334483,0.50802069,0.375465517,14.16
008842021,72.5,91,43,0.530916667,0.093941667,0.610875,0.513091667,14.16
059462020,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
068512017,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
051152020,51.8125,88,35,0.520988889,0.158866667,0.426077778,0.414422222,14.16
068502018,75.44,96,46,0.381288889,0.112755556,0.484477778,0.358405556,#N/A
005152021,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
079262020,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
005122019,56.15,100,25,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
092092021,48.86363636,96,20,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
044292017,82.44444444,97,59,0.65664,0.12088,0.65854,0.6392,14.16
047442020,60,86,49,0.281248276,0.281334483,0.50802069,0.375465517,14.16
034652020,82,93,76,0.432283333,0.07975,0.568616667,0.432433333,14.16
083462020,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
090752020,85.6,96,74,0.6481625,0.0942,0.51075,0.5544,14.16
052212019,63.4,90,34,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
096642021,59.56521739,90,28,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
070872019,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
053872018,68,80,52,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
049082018,60.83333333,92,19,-41.16701667,0.167404167,-41.20337917,-41.25182917,14.16
002652017,85.75,100,64,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
015632019,76,100,40,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
019292019,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
018932018,63.47058824,88,43,0.281248276,0.281334483,0.50802069,0.375465517,14.16
046972018,83.88888889,97,58,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
030752018,55.67741935,92,22,0.233686957,0.196252174,0.383752174,0.25236087,15.39
071362019,59.95,85,36,0.233686957,0.196252174,0.383752174,0.25236087,15.39
005762020,68.25,89,21,0.468933333,0.073683333,0.597366667,0.472016667,14.16
091722019,69,84,52,0.520988889,0.158866667,0.426077778,0.414422222,#N/A
055842018,68.25,89,21,0.468933333,0.073683333,0.597366667,0.472016667,15.39
077112018,84.88888889,96,71,0.518866667,0.202722222,0.501355556,0.463585185,14.16
013052021,56.39130435,96,21,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
021942018,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
013212021,67.5,88,44,0.63055,0.2751,0.625072222,0.496166667,14.16
046652017,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
039722017,77,96,40,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
025652020,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
026922018,60.83333333,92,19,-41.16701667,0.167404167,-41.20337917,-41.25182917,14.16
089662021,54.95238095,86,9,-64.95274448,-61.73817408,-63.50336224,-64.98671904,14.16
047222018,72.81818182,100,35,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
093342018,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
024362021,55.85714286,71,37,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
001902019,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
017852020,60.1875,75,34,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
040682018,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
013112017,75.5,84,70,-62.03813125,0.2024125,-61.84456875,-62.0160375,14.16
066312018,55.85714286,71,37,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
066392020,31.33333333,51,12,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
032702019,54.2,80,31,0.38214,0.11101,0.52928,0.36114,14.16
010552019,60.83333333,92,19,-41.16701667,0.167404167,-41.20337917,-41.25182917,15.39
020812018,46.5,83,27,0.233686957,0.196252174,0.383752174,0.25236087,15.39
020352019,66.5,95,38,0.381288889,0.112755556,0.484477778,0.358405556,14.16
008492020,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
015012020,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,15.39
055692017,63.47058824,88,43,0.281248276,0.281334483,0.50802069,0.375465517,14.16
006282019,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
027092017,83.88888889,97,58,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
053042019,42.375,95,17,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
068762020,70.75,86,55,0.488591803,0.451765574,0.481355738,0.491429508,#N/A
077492019,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,15.39
095012020,43.42307692,79,19,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
095582018,46.5,83,27,0.233686957,0.196252174,0.383752174,0.25236087,14.16
064982017,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
038882020,51.09090909,90,20,-16.84582286,-16.71692314,-19.66273686,-19.6968,15.39
025062020,73,91,54,0.491384615,0.126715385,0.580538462,0.468,14.16
056282019,51.42857143,66,36,0.233686957,0.196252174,0.383752174,0.25236087,14.16
002422020,42.95833333,98,19,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
025522019,52.8,65,36,0.459538,0.15345,0.390582,0.377176,14.16
061772019,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
071142019,73,88,52,0.432283333,0.07975,0.568616667,0.432433333,14.16
037432017,55.27272727,79,22,0.393015385,0.096069231,0.543069231,0.392561538,14.16
039252019,66.73333333,90,36,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
051062021,66.38095238,95,42,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
024452018,85.75,100,64,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
013612017,67.5,88,44,0.63055,0.2751,0.625072222,0.496166667,14.16
078492017,85.75,100,64,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
053842019,42.375,95,17,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
007682020,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,15.39
001222019,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
028812017,82.8125,100,63,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
079462018,85.6,96,74,0.6481625,0.0942,0.51075,0.5544,14.16
044752020,86.4,100,40,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
028232017,68.5,96,43,0.489333333,0.088433333,0.570116667,0.473,14.16
093682017,80.18181818,96,61,0.6481625,0.0942,0.51075,0.5544,14.16
023022018,84.90909091,93,75,0.63055,0.2751,0.625072222,0.496166667,14.16
006942018,80.18181818,96,61,0.6481625,0.0942,0.51075,0.5544,14.16
044882018,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
053652019,71.58333333,94,54,0.488591803,0.451765574,0.481355738,0.491429508,14.16
044682017,75.57894737,95,47,0.6481625,0.0942,0.51075,0.5544,14.16
003182019,52.69565217,80,26,0.281248276,0.281334483,0.50802069,0.375465517,14.16
043182017,78.875,92,66,0.568536364,0.120554545,0.512072727,0.508172727,14.16
003062018,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
083982018,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
013472017,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
027472017,67.83333333,76,60,0.491384615,0.126715385,0.580538462,0.468,14.16
078222017,84.85,100,65,-14.36058806,-14.49820224,-14.44270075,-14.38701269,#N/A
067092019,85.1,97,70,0.71088,0.08204,0.60966,0.62868,14.16
061352018,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
075332018,60.1875,75,34,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
045332018,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
037392020,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
007122018,66.73333333,90,36,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
003762020,48.6,74,18,0.233686957,0.196252174,0.383752174,0.25236087,14.16
065092020,38.72727273,57,19,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
074062021,76.84375,100,31,-21.26631739,0.27228913,-21.27153043,-21.2825087,15.39
017732018,53,79,21,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
